Application ID,Current City,Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
MS1110,Jabalpur,Java,GYAN GANGA COLLEGE OF TECHNOLOGY JABALPUR,Bachelor of Technology (B.Tech),Computer  Science,2023,N/A,8.70/10,82.00/82.00,85.00/85.00
MS1111,Vellore,"C Programming, C#.NET, ReactJS, SQL, Spring MVC, Python",VIT Vellore,Bachelor of Technology (B.Tech),Information Systems,2018,N/A,8.48/10,N/A,N/A
MS1112,Nagpur,"Android, CSS, HTML, Java, Kotlin, JavaScript, React Native","S.B.Jain Institute Of Technology Management And Research , Nagpur",Bachelor of Engineering (B.E),Computer  Science,2018,N/A,72.31/100,75.31/75.31,87.56/87.56
MS1113,Agartala,"C++ Programming, Express.js, MongoDB, Node.js, JavaScript, React Native",NIT Agartala,B.Tech (Hons.),Computer Science & Engineering,2021,N/A,8.47/10,N/A,N/A
MS1114,Lucknow,"Bootstrap, CSS, Git SVN, GitHub, HTML, Heroku, JSON, Java, JavaScript, MongoDB, MySQL, Node.js, PHP, REST API","Babu Banarasi Das Engineering College, Lucknow",Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,N/A,60.00/100,75.60/75.60,10.00/10.00
MS1115,Bangalore,"CSS, HTML, Bootstrap, JavaScript, MongoDB, Node.js, Python, ReactJS, SQL, jQuery, AngularJS, WordPress",Christ University Bangalore,Bachelor of Technology (B.Tech),Information Technology,2019,N/A,N/A,N/A,N/A
MS1116,Hyderabad,"C Programming, CSS, HTML, Java, JavaScript, PHP",Keshav Memorial Institute of Technology,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,N/A,N/A,N/A
MS1117,Mumbai,"HTML, Java, C Programming, C++ Programming, CSS, PHP, Python",Rajiv Gandhi Institute of Technology,Bachelor of Information Technology (B.I.T.),IT,2022,N/A,N/A,N/A,8.00/8.00
MS1118,Kolkata,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, Bootstrap, C Programming, C++ Programming, Java, JavaScript, PHP, SQL, AngularJS, Python, ReactJS, jQuery",Jadavpur University (Faculty Of Engineering),B.Tech (Hons.),Computer  Science,2022,N/A,8.31/10,94.60/94.60,10.00/10.00
MS1119,Nizamabad,"Arduino, C Programming, MATLAB, Proteus Design Suite",Kshatriya College of Engineering,Bachelor of Technology (B.Tech),Electronics and Communication,2020,N/A,58.00/100,68.00/68.00,78.00/78.00
MS1120,Boisar,"CSS, HTML, JavaScript, PHP","Thakur College of Science & Commerce, Mumbai",Bachelor of Science (B.Sc),Information Technology,2021,N/A,70.00/100,60.00/60.00,70.00/70.00
MS1121,Nanded,"Bootstrap, C Programming, CSS, HTML, Java, MySQL, PHP, JavaScript",Guru Gobind Singh College Of Engineering And Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.27/10,88.17/88.17,94.00/94.00
MS1122,Mumbai,"Arduino, Internet of Things (IoT), Adobe Photoshop, Computer Networks, Embedded Systems, NI Multisim, HTML, OrCAD, Raspberry Pi",Vivekanand education society's institute of technology,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2022,N/A,85.61/100,N/A,76.40/76.40
MS1123,Kolkata,"HTML, C Programming, C++ Programming, CSS, Java",Techno International New Town,Bachelor of Computer Applications (BCA),,2021,N/A,7.83/10,6.60/6.60,8.50/8.50
MS1124,Vijayawada,"HTML, Autodesk Fusion 360, C Programming, CSS, JavaScript, MS-Word, Python, WordPress, Ethereum, Java, MS-Excel, ReactJS",SRM University AP,Bachelor of Technology (B.Tech),Computer  Science,2022,N/A,9.10/10,96.60/96.60,N/A
MS1125,Srikakulam,"CSS, HTML, JavaScript, Adobe Photoshop, PHP",K L University,B.Tech (Hons.),Computer Science & Engineering,2021,N/A,7.00/7,N/A,N/A
MS1126,Coimbatore,"C Programming, C++ Programming, CSS, HTML, JavaScript, Python, Vue Js, Flutter",PSG College of Technology,Integrated M.Sc.,Software Engineering,2023,7.20/10,N/A,N/A,N/A
MS1127,Bhopal,"Artifical Intelligence, Bootstrap, CSS, HTML, JavaScript, jQuery",Patel College Of Science And Technology,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,N/A,60.80/60.80,9.00/9.00
MS1128,Delhi,"Android, Bootstrap, CSS, Java, JavaScript, PHP, HTML",Lal Bahadur Shastri Institute of Management,Master of Computer Applications (MCA),Computer Application,2020,N/A,63.03/100,68.60/68.60,47.50/47.50
MS1129,Jaipur,"HTML, Linux, MS-Word, Python, Amazon Web Services (AWS), Bootstrap, C Programming, CSS, Data Structures, Django, English Proficiency (Written), JavaScript, Machine Learning, OpenCV, SQL, Social Media Marketing",Swamikeshvanand Institute Of Technology Management And Gramothan,Bachelor of Technology (B.Tech),computer science,2021,N/A,75.00/100,75.00/75.00,89.00/89.00
MS1130,Delhi,"C Programming, C++ Programming, CSS, HTML, Java, Linux, MS-Excel, MS-PowerPoint, MS-Word, PHP, Python, Android, Bootstrap, Cloud Computing, Data Structures, Database Management System (DBMS), Eclipse (IDE), JavaScript, jQuery, Adobe Dreamweaver, Adobe Fireworks, Adobe Illustrator, UI & UX Design",Sharda University,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,8.00/10,7.79/7.79,9.40/9.40
MS1131,Bhubaneswar,"C Programming, CSS, Database Management System (DBMS), HTML, JavaScript, Python, PHP","Centurion University Of Technology & Management , Bhubaneswar",Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.40/10,79.00/79.00,8.33/8.33
MS1132,Allahabad,"C Programming, Chemistry, Mathematics, Physics, Computer Networking, Python",BBDNIIT Lucknow,Bachelor of Technology (B.Tech),Computer  Science,2017,N/A,6.50/10,6.80/6.80,8.20/8.20
MS1133,Bangalore,"MS-Office, C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Python, Software Testing, Java",BNMIT,Bachelor of Engineering (B.E),Information Science Engineering,2020,N/A,6.20/10,76.00/76.00,7.60/7.60
MS1134,Chandigarh,"CSS, HTML, Java, JavaScript, MySQL, PHP, jQuery",Chandigarh Group of Colleges,Bachelor of Technology (B.Tech),Electronics and Communication,2020,N/A,70.00/100,N/A,N/A
MS1135,Hyderabad,"Adobe Photoshop, CSS, HTML, JavaScript, PHP, ReactJS, Java, jQuery",Visvesvaraya National Institute of Technology,Bachelor of Architecture (B.Arch),Architecture And Planning,2015,N/A,5.68/10,89.00/89.00,81.00/81.00
MS1136,Sullurupeta,"C Programming, CSS, HTML, Bootstrap, JavaScript, Python",AUDISANKARA COLLEGE OF ENGINEERING AND TECHNOLOGY,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,85.00/100,86.00/86.00,82.00/82.00
MS1137,Delhi,"HTML, Bootstrap, C Programming, C++ Programming, CSS, Computer Vision, JavaScript, Java",Guru Nanak Dev Polytechnic,,Computer Science & Engineering,2020,N/A,N/A,N/A,6.04/6.04
MS1138,Bangalore,"HTML, Database Management System (DBMS), PHP, Python","Nitte Meenakshi Institute Of Technology,  Banglore",Bachelor of Engineering (B.E),Computer  Science,2021,N/A,N/A,N/A,N/A
MS1139,Gaya,"C Programming, C++ Programming, CSS, HTML, JavaScript, MySQL, Bootstrap, Java, PHP, Python, jQuery","Gaya College Of Engineering, Gaya",B.Tech (Hons.),Computer Science & Engineering,2021,N/A,8.07/10,82.20/82.20,9.80/9.80
MS1140,Faridabad,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, JavaScript, ReactJS, Data Structures, MySQL",The NorthCap University,Bachelor of Engineering (B.E),Computer  Science,2020,N/A,6.80/10,79.00/79.00,8.80/8.80
MS1141,Pune,"Algorithms, C++ Programming, Data Structures, JavaScript, MySQL, Node.js, Python, React Native, Express.js, MongoDB, PHP",PVG COET Pune,Bachelor of Engineering (B.E),Information Technology,2022,N/A,8.00/10,N/A,N/A
MS1142,Nagpur,"CSS, HTML, JavaScript, Python",GH Raisoni University,Bachelor of Engineering (B.E),Computer  Science,2022,N/A,7.78/10,N/A,N/A
MS1143,Delhi,"C Programming, CSS, HTML, JavaScript, MySQL, Python",IIMT College of Engineering,Bachelor of Technology (B.Tech),computer science,2020,N/A,7.60/10,N/A,N/A
MS1144,Navi Mumbai,"MS-PowerPoint, MS-Word, Adobe Indesign, Adobe Photoshop, C Programming, CSS, Data Structures, HTML, Java, MS-Office, MySQL, SQL","Ramrao Adik Institute of Technology,Navi Mumbai",Bachelor of Engineering (B.E),Computer  Science,2019,N/A,8.10/10,N/A,N/A
MS1145,Bathinda,"C Programming, HTML, MySQL, AJAX, Android, AngularJS, C++ Programming, CSS, JSON, Java, JavaScript, PHP, jQuery",,,,0,N/A,N/A,7.00/7.00,10.00/10.00
MS1146,Rourkela,"Java, Android, C Programming, Deep Learning, Django, Linux, Machine Learning, Python, Software Testing",National Institute Of Technology Rourkela,B.Tech (Hons.),Computer Science & Engineering,2021,N/A,7.71/10,89.60/89.60,10.00/10.00
MS1147,Udaipur,"Python, C Programming, CSS, HTML, PHP",Geetanjali Institute of Technical Studies,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,68.23/100,65.00/65.00,9.40/9.40
MS1148,Pune,"C Programming, ReactJS, Bootstrap, C++ Programming, CSS, HTML, JavaScript, Node.js, Flask, MongoDB",NBN Sinhgad School Of Engineering,Integrated B.Tech,Computer  Science,2022,N/A,N/A,78.00/78.00,N/A
MS1149,Rajapalayam,"Android, Java, PHP, Unity 3D, jQuery",MEPCO Schlenk Engineering College,Bachelor of Technology (B.Tech),Information Systems,2017,N/A,8.71/10,N/A,N/A
MS1150,Delhi,"Bootstrap, CSS, HTML, JavaScript, Node.js, WordPress, jQuery",Kautilya Institute Of Technology And Engineering And School Of Management,Bachelor of Technology (B.Tech),Electrical Engineering,2016,N/A,65.00/100,N/A,N/A
MS1151,Delhi,"CSS, CodeIgniter, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, LARAVEL, PHP, jQuery, Bootstrap",Rexcel Edutech Pvt Ltd.,,Laravel Development,2019,N/A,8.00/100,N/A,N/A
MS1152,Jabalpur,"AJAX, Bootstrap, Computer Vision, HTML, JavaScript, C Programming, CSS, JSON, jQuery",GYAN GANGA COLLEGE OF TECHNOLOGY JABALPUR,Bachelor of Technology (B.Tech),cs,2023,N/A,7.00/10,N/A,N/A
MS1153,Noida,"Bootstrap, CSS, Digital Signal Processing, HTML, MS-PowerPoint, JavaScript, MATLAB, Python","Jaypee Institute of Information Technology, Noida",Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,6.70/10,89.00/89.00,9.60/9.60
MS1154,Yavatmal,"HTML, Android, C Programming, C++ Programming, Java, PHP, JavaScript",jawaharlal darda institute of engineering and technology,Bachelor of Engineering (B.E),Computer  Science,2021,N/A,8.72/10,N/A,N/A
MS1155,Mumbai,"Java, Oracle, C Programming, CSS, HTML, JavaScript, Microsoft Visual Studio, MySQL, Node.js, Python",University of Florida,Master of Science (M.S.),Computer  Science,2021,N/A,3.70/4,N/A,N/A
MS1156,Bangalore,"CSS, HTML, JavaScript, MS-Office, MS-PowerPoint, MS-Word, Adobe Illustrator, Adobe Photoshop, C Programming, Data Structures, Java, MS-Excel, MySQL, Python, ReactJS, Arduino, Bootstrap, Machine Learning, MongoDB, Node.js, PHP",Ramaiah Institute Of Technology,Bachelor of Engineering (B.E),Information science and engineering,2022,N/A,9.85/10,96.00/96.00,95.80/95.80
MS1157,Warangal,"CSS, HTML, Bootstrap, C Programming, C++ Programming, Database Management System (DBMS), Java, JavaScript, MySQL, PHP",Jayamukhi  Institute Of Technological And Sciences,Bachelor of Technology (B.Tech),Computer  Science And Engineering,2021,N/A,8.40/10,85.00/85.00,8.80/8.80
MS1158,Bangalore,"MS-Office, C Programming, CSS, Django, Firebase, HTML, Java, JavaScript, Python, Machine Learning, SQL, WordPress",Dayananda Sagar College Of Engineering,Bachelor of Engineering (B.E),Computer Science & Engineering,2022,N/A,9.60/10,97.00/97.00,97.00/97.00
MS1159,Sathyamangalam,"C Programming, Python, CSS, Computer Vision, Data Structures, Flask, HTML, JavaScript, Machine Learning, PHP, ReactJS, Deep Learning, Java, UI & UX Design",Bannari Amman Institute of Technology,Bachelor of Technology (B.Tech),Information Technology,2021,N/A,8.52/10,N/A,N/A
MS1160,Jalgaon,"C Programming, C++ Programming, CSS, Database Management System (DBMS), HTML, Java, JavaScript, PHP, Visual Basic (VB), ASP.NET, Data Structures",R.C Patel Edu Trusts Institute Of Management Research And Development,Master of Computer Applications (MCA),Science,2021,78.29/100,83.33/100,58.00/58.00,85.50/85.50
MS1161,Delhi,"Bootstrap, JavaScript, C++ Programming, CSS, HTML, MongoDB, Node.js, Python, ReactJS, Redux",IPU,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.00/10,9.00/9.00,N/A
MS1162,Kolkata,"3ds Max, AutoCAD, MS-PowerPoint, Digital Marketing, MS-Excel",Institute Of Engineering & Management,MBA,Marketing Business Analysis,2021,N/A,7.78/10,62.00/62.00,72.00/72.00
MS1163,Palwal,"MS-Excel, MS-Office, MS-Word, PHP, .NET, AJAX, Bootstrap, C Programming, C++ Programming, CSS, Data Structures, HTML, Java, JavaScript, LARAVEL, MS-PowerPoint, MySQL, Python, jQuery",Aravali College Of Engineering And Management,Bachelor of Technology (B.Tech),Computer  Science,2020,N/A,6.90/10,82.00/82.00,70.00/70.00
MS1164,Mumbai,"Bootstrap, CSS, Express.js, HTML, JavaScript, MySQL, Node.js, Python, Digital Marketing, Django, PHP",Shah & Anchor Kutchhi Engineering College,Bachelor of Engineering (B.E),,2021,N/A,N/A,N/A,N/A
MS1165,Chandigarh,"CSS, Database Management System (DBMS), GitHub, HTML, Java, JavaScript, MS-Office, Python, SQL, Web Application Security, Amazon Web Services (AWS), Android, Bootstrap, C++ Programming, Kotlin, Machine Learning, Node.js, ReactJS","University Of Fraser Valley, Canada",Bachelor of Computer Information Systems (BCIS),Software Development,2021,N/A,3.85/4,8.20/8.20,10.00/10.00
MS1166,Bangalore,"Machine Learning, Arduino, C Programming, CSS, Data Analytics, Data Structures, Deep Learning, HTML, Natural Language Processing (NLP), MATLAB, Python",Global Academy of Technology,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2019,N/A,7.73/10,N/A,N/A
MS1167,Mumbai,"AutoCAD, MS-Office, Machine Learning, Microsoft Azure, MySQL, Python, SolidWorks, Deep Learning, R Programming","Aegis School Of Business, Data Science, Cyber Security And Telecommunication",,PGP,2020,N/A,68.00/100,N/A,N/A
MS1168,Mumbai,"C++ Programming, Data Structures, Image Processing, Python","VJTI, Mumbai",Bachelor of Technology (B.Tech),Information Systems,2018,N/A,8.85/10,91.40/91.40,9.40/9.40
MS1169,Dhanbad,"Algorithms, C++ Programming, Data Structures, Natural Language Processing (NLP), CSS, Computer Vision, Deep Learning, HTML, Java, Machine Learning, MySQL, Python, Android",IIT (ISM) Dhanbad,Integrated M.Tech,Mathematics and Computing,2021,N/A,8.40/10,91.80/91.80,10.00/10.00
MS1170,Bangalore,"MS-Word, Python, SQL, MS-Excel",Vvce,Bachelor of Engineering (B.E),Electronics and Communication,2018,N/A,N/A,N/A,N/A
MS1171,Kharagpur,"C Programming, C++ Programming, CSS, GitHub, HTML, MS-Office, Python, R Programming, SQL, JavaScript, STATA",Indian Institute Of Technology Kharagpur,Bachelor of Technology (B.Tech),Manufacturing,2021,N/A,6.25/10,N/A,N/A
MS1172,Pune,"C++ Programming, Deep Learning, Machine Learning",IIIT Pune,B.Tech (Hons.),Electronics and Communication,2021,N/A,8.70/10,88.00/88.00,9.20/9.20
MS1173,Bangalore,"Natural Language Processing (NLP), Python, R Programming, SQL","Government Engineering College, Bhuj",B.Tech (Hons.),Mining,2016,N/A,7.08/100,N/A,N/A
MS1174,Vellore,"Computer Vision, Image Processing, MySQL, OpenCV, Python, Deep Learning, Machine Learning",VIT University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.30/10,N/A,N/A
MS1175,Bangalore,"CSS, HTML, JavaScript, PostgreSQL","MS Ramaiah College Of Arts, Science And Commerce, BANGALORE",Master of Business Administration_(MBA),Marketing,2019,N/A,69.00/100,71.10/71.10,86.50/86.50
MS1176,Bangalore,"English Proficiency (Spoken), MS-Excel, Data Analytics, Machine Learning, Python",CMS Business School,MBA,Business Analytics,2021,8.33/10,8.40/10,86.00/86.00,83.00/83.00
MS1177,Bangalore,"MS-Excel, MS-Office, SPSS, Data Science, Machine Learning, R Programming, SQL, Python","Devi Ahilya Vishwavidyalaya,Indore",Master of Science (M.Sc),Statistics,2019,N/A,6.43/10,80.00/80.00,81.00/81.00
MS1178,Bangalore,"C Programming, Eclipse (IDE), Java, Database Management System (DBMS), HTML, Linux, SQL",The Oxford College of Engineering,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,N/A,N/A,N/A,84.00/84.00
MS1179,Bangalore,"AutoCAD, MS-Office, Catia, SolidWorks","SJB Institute of Technology, Bangalore",Bachelor of Engineering (B.E),Mechanical Engineering,2018,N/A,65.00/100,91.00/91.00,9.00/9.00
MS1180,Chennai,"Machine Learning, Python, MySQL, Statistical Modeling, Tableau",Great Lakes Institute of Management,Post Graduate Programme (PGP),Data Science Engineering,2020,N/A,N/A,84.00/84.00,88.00/88.00
MS1181,Hyderabad,"AutoCAD, Embedded Systems, MATLAB",VVIT,Bachelor of Technology (B.Tech),Information Systems,2019,N/A,67.20/100,N/A,9.50/9.50
MS1182,Bangalore,"Bootstrap, C Programming, Flask, HTML, LARAVEL, MySQL, Node.js, PHP, PostgreSQL, Python, SQL, Stripe Payment API, Video Editing, Data Analytics, GitHub, Heroku, Image Processing, Machine Learning",Acharya Institute of Management and Sciences,Master of Computer Applications (MCA),Computer Application,2020,7.00/10,70.00/100,71.00/71.00,8.80/8.80
MS1183,Bangalore,"Data Analytics, MS-Excel",Balaji Institute Of Pharmaceutical Sciences,Bachelor of Pharmacy (B.Pharm),,2014,N/A,75.00/100,N/A,N/A
MS1184,Nellore,"C Programming, Data Analytics, Data Science, Java, Machine Learning, Natural Language Processing (NLP), Python, SQL, Unix, HTML",Krishna Chaitanya Institute Of Science And Technology,Integrated MCA,,2020,N/A,87.00/100,N/A,8.30/8.30
MS1185,Thrissur,"HTML, MS-Excel, SQL, Android, JavaScript, PHP, Python",Sree Narayana Guru Institute Of Science And Management,Master of Computer Applications (MCA),Computer Application,2017,N/A,N/A,N/A,N/A
MS1186,Pathanamthitta,"Data Analytics, Embedded Systems, Machine Learning, Python, R Programming",Mangalam College Of Engineering,B.Tech (Hons.),Electronics and Communication,2019,N/A,7.84/10,8.70/8.70,9.60/9.60
MS1187,Bangalore,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), Java, Linux, Python",Jain University,B.Tech (Hons.),Computer  Science And Engineering,2020,N/A,75.00/100,N/A,N/A
MS1188,Bangalore,"Python, SQL, Amazon Web Services (AWS), Apache Cassandra, Apache Kafka, BIG DATA ANALYTICS, Cloud Computing, Database Management System (DBMS), Hadoop, Linux, MongoDB, Shell Scripting",V.V.P. Engineering College,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,7.53/10,N/A,N/A
MS1189,Bangalore,"Python, Machine Learning, SQL, R Programming",Don Bosco Institute of Technology,Bachelor of Engineering (B.E),Electronics and Communication,2019,N/A,7.30/10,86.88/86.88,91.84/91.84
MS1190,Bangalore,"Python, Data Analytics, Data Science, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Video Editing, C Programming, Data Structures, Database Management System (DBMS), MS SQL Server, MySQL, SQL",Sri Sairam College Of Engineering,Bachelor of Engineering (B.E),Computer  Science,2020,N/A,7.72/10,79.00/79.00,67.33/67.33
MS1191,Visakhapatnam,,Andhra University,Bachelor of Technology (B.Tech),Instrumentation and Control Engineering,2018,N/A,6.74/10,88.00/88.00,89.00/89.00
MS1192,Bangalore,"Computer Networking, Data Analytics, Data Science, Linux, MS-Excel, Machine Learning, Python, SQL","M.S. Ramaiah Institute of Technology , Bangalore",Bachelor of Engineering (B.E),Electronics and Communication,2017,N/A,9.04/10,83.16/83.16,97.28/97.28
MS1193,Mumbai,"C Programming, C++ Programming, Java, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, WordPress, HTML, Python, SQL, Visual Basic (VB)",Sinhagad Institute Of Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2021,N/A,N/A,5.00/5.00,6.00/6.00
MS1194,Dharwad,"Algorithms, C++ Programming, Data Analytics, Data Structures, Machine Learning, Mathematics, Python",Indian Institute Of Technology Dharwad,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.50/10,98.00/98.00,10.00/10.00
MS1195,Salem,,VIT,Master of Science (M.Sc),,2021,N/A,N/A,N/A,N/A
MS1196,Delhi,"Data Analytics, Java, Machine Learning, Python, SQL","Amity University, Noida",Bachelor of Technology (B.Tech),Information Systems,2019,N/A,8.01/10,N/A,N/A
MS1197,Hyderabad,"Machine Learning, Python, R Programming, Natural Language Processing (NLP)",mvgr college of engineering,Bachelor of Technology (B.Tech),Mechanical Engineering,2019,N/A,7.98/10,95.00/95.00,7.70/7.70
MS1198,Bangalore,"English Proficiency (Spoken), MS-Excel, Data Analytics, Python",Sacred Heart College (Autonomous),Bachelor of Commerce (B.Com),Commerce,2016,N/A,7.00/10,8.00/8.00,N/A
MS1199,Bangalore,"English Proficiency (Spoken), C Programming, C++ Programming, English Proficiency (Written), HTML, Hindi Proficiency (Spoken), Java, MS-Excel, MS-Office, Malayalam, MySQL, Python","CMR Institute of Technology, Bangalore",Bachelor of Technology (B.Tech),,2020,N/A,N/A,N/A,N/A
MS1200,Mumbai,"Machine Learning, Python, R Programming, Artifical Intelligence, Data Analytics, Deep Learning, Natural Language Processing (NLP)","National Institute Of Electronics & Information Technology, Calicut",,Artificial Intelligence,2020,N/A,80.00/100,N/A,N/A
MS1201,Kolkata,"ASP.NET, C#, HTML, JavaScript, Machine Learning, SQL, Data Science, Python, Statistical Modeling",BIDHAN CHANDRA KRISHI VISWAVIDYALAYA,B.Tech (Hons.),Agriculture & Food Engineering,2009,N/A,7.43/10,79.90/79.90,84.50/84.50
MS1202,Bhiwadi,"PLC SCADA, Embedded Systems, MATLAB, MS-Office, VHDL, C Programming, MS-Excel",IIT ISM Dhanbad,Master of Technology (M.Tech),Electronics and Telecommunication Engineering (ETE),2020,N/A,7.65/10,69.50/69.50,65.00/65.00
MS1203,Chennai,"Database Management System (DBMS), MS-Office, Data Analytics, Python, Java, Machine Learning",Institute Of Technology And Management,MBA,Business Analytics,2021,N/A,4.00/5,91.40/91.40,N/A
MS1204,Kharagpur,,Indian Institute Of Technology Kharagpur,B.Tech (Hons.),Mechanical Engineering,2022,N/A,8.40/10,N/A,N/A
MS1205,Bangalore,"Machine Learning, Python, R Programming, Statistical Modeling, Apache, Hadoop",Visvesvaraya Technological University,Master of Technology (M.Tech),Engineering Design,2016,7.00/7,N/A,N/A,N/A
MS1206,Bangalore,"C Programming, C++ Programming, Data Analytics, Java, MS-Excel, Machine Learning, MySQL, Python, R Programming, Statistical Modeling",NBN Sinhgad School Of Engineering,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,6.53/10,69.50/69.50,72.60/72.60
MS1207,Thrissur,"C Programming, Python, Machine Learning",St Joseph's College Bangalore,Master of Science (M.Sc),Physics,2018,N/A,72.00/100,67.00/67.00,9.00/9.00
MS1208,Bangalore,"Data Analytics, Data Science, Deep Learning, Machine Learning, Python, R Programming, SQLite, Apache, MySQL, SQL",Pt. Shambhu Nath Shukla University,Master of Science (M.Sc),Physics,2018,74.08/100,56.14/100,68.40/68.40,65.16/65.16
MS1209,Bangalore,"Google Analytics, MS-Excel, MS-PowerPoint, MS-Word, SQL, R Programming",Christ University Bangalore,MBA,Business Analytics,2021,70.90/100,61.92/100,83.00/83.00,8.60/8.60
MS1210,Nagpur,"English Proficiency (Written), C Programming, C++ Programming, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Python, SQLite, Adobe Photoshop, Algorithms, JSON, MySQL",Government College Of Engineering Nagpur,Bachelor of Engineering (B.E),Computer Science & Engineering,2021,N/A,7.25/10,74.40/74.40,84.40/84.40
MS1211,New Delhi,"C Programming, Python, R Programming",NIT Rourkela,Integrated B.Sc. & M.Sc.,Inetgrated Msc Student Of Mathematics,2019,N/A,7.93/10,79.60/79.60,10.00/10.00
MS1212,Bangalore,"CSS, Django, HTML, Machine Learning, MySQL, Python, Data Analytics, Deep Learning, MATLAB, Neural Networks, OpenCV",Laxmi Narain College Of Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,N/A,6.11/10,82.60/82.60,6.00/6.00
MS1213,Bangalore,"Machine Learning, C Programming, Data Science, Java",Alpha College of Engineering,Bachelor of Engineering (B.E),Computer Science  Engineering,2019,N/A,6.55/10,68.50/68.50,72.32/72.32
MS1214,Noida,Data Analytics,"Jayoti Vidyapeeth Women's University, Jaipur",Bachelor of Technology (B.Tech),Computer  Science,2014,N/A,9.00/10,6.00/6.00,6.00/6.00
MS1215,Bangalore,"C Programming, Computer Vision, Database Management System (DBMS), Digital Marketing, Mathematics, Data Analytics, Data Structures, Java, Python, XML, AngularJS, Machine Learning, OpenCV",Sir C R Reddy PG College,Master of Computer Applications (MCA),Computer  Science,2009,72.80/100,76.00/100,83.80/83.80,72.50/72.50
MS1216,Banglore,"Machine Learning, MySQL, Python, SAS, Statistical Modeling",KKR AND KSR INSTITUTE OF TECHNOLOGY AND SCIENCES,Bachelor of Technology (B.Tech),Computer  Science,2017,N/A,7.10/10,N/A,N/A
MS1217,Bangalore,"Data Analytics, Machine Learning, English Proficiency (Spoken), Java, MS-Excel, Python, SQL",Anamalai University,Master of Science (M.Sc),Computer  Science,2019,73.00/100,64.50/100,71.50/71.50,64.00/64.00
MS1218,Bangalore,"Python, AutoCAD, C Programming, C++ Programming, Java, Machine Learning, MySQL",Bangalore Institute Of Technology,Bachelor of Engineering (B.E),Electronics and Instrumentation,2020,N/A,N/A,75.50/75.50,71.60/71.60
MS1219,Bangalore,"Data Analytics, Machine Learning, Python, Statistical Modeling, Computer Vision, Image Processing, MS-Excel, Natural Language Processing (NLP), Deep Learning",Varadha Reddy College Of Engineering,Bachelor of Technology (B.Tech),Electronics and Communication,2016,N/A,5.83/10,8.02/8.02,8.50/8.50
MS1220,Chennai,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), Python",IIIT-Bangalore,Post Graduate Diploma,Data Science,2019,5.60/10,65.00/100,N/A,89.00/89.00
MS1221,Visakhapatnam,"C Programming, C++ Programming, CSS, Data Structures, HTML, Java, Python",GITAM University,B.Tech (Hons.),Computer Science & Engineering,2021,N/A,9.69/10,94.75/94.75,89.20/89.20
MS1222,Tirupati,"C Programming, Python, R Programming",Cit College,Integrated M.Sc.,,2022,7.26/100,N/A,94.60/94.60,8.80/8.80
MS1223,Bangalore,"MS-Excel, Python, SAP, R Programming, SPSS, SQL",Christ University Bangalore,Master of Arts (M.A.),Applied Economics,2012,71.00/100,74.00/100,N/A,N/A
MS1224,Bangalore,"Java, MS-Excel, MS-PowerPoint, Python, R Programming",International School Of Engineering (INSOFE),,Data Science,2020,N/A,8.10/100,92.00/92.00,89.00/89.00
MS1225,Banglore,"English Proficiency (Spoken), MS-Excel, Machine Learning, Python",JNTU,Master of Technology (M.Tech),Computer  Science,2015,N/A,N/A,N/A,N/A
MS1226,Banglore,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Machine Learning, Python",Imarticus Learning,PG Diploma in Data Science,Analytics,2020,N/A,6.80/10,N/A,6.80/6.80
